age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
47,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,24,united-states,<=50k
52,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
51,private,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,40,india,<=50k
24,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,30,united-states,<=50k
37,private,some-college,10,married-civ-spouse,tech-support,wife,white,female,40,united-states,<=50k
43,federal-gov,masters,14,married-civ-spouse,handlers-cleaners,husband,white,male,12,united-states,<=50k
28,private,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,55,united-states,<=50k
36,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,italy,<=50k
49,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
45,local-gov,bachelors,13,divorced,prof-specialty,unmarried,white,female,50,united-states,>50k
40,private,some-college,10,separated,craft-repair,unmarried,white,male,47,united-states,>50k
37,private,bachelors,13,separated,prof-specialty,unmarried,white,female,32,united-states,>50k
60,federal-gov,assoc-voc,11,divorced,prof-specialty,unmarried,white,male,40,united-states,>50k
52,local-gov,hs-grad,9,divorced,tech-support,unmarried,white,male,36,united-states,>50k
43,private,some-college,10,separated,transport-moving,unmarried,white,male,51,united-states,>50k
43,private,masters,14,widowed,exec-managerial,unmarried,white,male,40,united-states,>50k
75,self-emp-not-inc,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,3,united-states,<=50k
45,federal-gov,hs-grad,9,divorced,tech-support,not-in-family,white,female,40,united-states,<=50k
34,private,masters,14,never-married,prof-specialty,not-in-family,white,male,60,united-states,<=50k
34,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k
26,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,35,united-states,<=50k
34,state-gov,bachelors,13,divorced,prof-specialty,not-in-family,white,male,55,united-states,<=50k
27,federal-gov,hs-grad,9,divorced,adm-clerical,not-in-family,white,male,50,united-states,<=50k
30,private,bachelors,13,never-married,transport-moving,not-in-family,white,male,40,united-states,<=50k
36,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k
27,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,36,united-states,<=50k
61,empty,hs-grad,9,divorced,empty,not-in-family,white,male,40,united-states,<=50k
28,private,some-college,10,never-married,tech-support,not-in-family,white,female,40,united-states,<=50k
52,local-gov,assoc-acdm,12,divorced,other-service,not-in-family,white,female,30,united-states,<=50k
37,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,45,united-states,<=50k
59,private,7th-8th,4,never-married,farming-fishing,unmarried,white,male,40,united-states,<=50k
32,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
25,private,assoc-voc,11,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k
55,private,hs-grad,9,separated,machine-op-inspct,not-in-family,white,male,45,united-states,<=50k
34,self-emp-inc,masters,14,separated,prof-specialty,not-in-family,white,female,40,united-states,>50k
64,state-gov,doctorate,16,never-married,prof-specialty,not-in-family,white,female,40,united-states,>50k
51,private,doctorate,16,divorced,craft-repair,not-in-family,white,female,60,united-states,>50k
40,private,some-college,10,divorced,other-service,not-in-family,black,male,50,united-states,>50k
51,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,24,united-states,>50k
58,private,hs-grad,9,divorced,tech-support,not-in-family,white,male,39,united-states,>50k
39,self-emp-not-inc,doctorate,16,never-married,prof-specialty,not-in-family,white,male,40,united-states,>50k
34,self-emp-inc,masters,14,never-married,exec-managerial,not-in-family,white,female,45,france,>50k
61,private,bachelors,13,divorced,sales,not-in-family,black,male,48,united-states,>50k
30,private,bachelors,13,never-married,tech-support,not-in-family,white,female,45,united-states,>50k
58,federal-gov,bachelors,13,separated,prof-specialty,not-in-family,white,male,40,united-states,>50k
35,private,hs-grad,9,never-married,sales,not-in-family,white,male,40,united-states,>50k
46,local-gov,bachelors,13,divorced,prof-specialty,not-in-family,white,female,25,united-states,>50k
52,local-gov,masters,14,divorced,exec-managerial,not-in-family,white,female,60,united-states,>50k
46,local-gov,bachelors,13,never-married,prof-specialty,own-child,white,male,45,united-states,>50k
39,private,some-college,10,never-married,prof-specialty,not-in-family,black,male,40,united-states,>50k
35,empty,prof-school,15,never-married,empty,not-in-family,asian-pac-islander,male,45,japan,>50k
38,local-gov,bachelors,13,never-married,protective-serv,not-in-family,white,female,43,united-states,>50k
49,private,masters,14,divorced,sales,not-in-family,white,male,45,united-states,>50k
30,private,assoc-acdm,12,never-married,craft-repair,not-in-family,white,male,50,united-states,>50k
53,private,hs-grad,9,divorced,prof-specialty,not-in-family,white,male,46,united-states,>50k
59,local-gov,masters,14,widowed,prof-specialty,unmarried,white,female,60,united-states,>50k
52,state-gov,masters,14,married-spouse-absent,exec-managerial,unmarried,white,female,44,united-states,>50k
45,private,bachelors,13,divorced,adm-clerical,unmarried,white,female,35,united-states,>50k
42,private,masters,14,divorced,tech-support,unmarried,black,female,35,united-states,>50k
39,private,hs-grad,9,divorced,sales,not-in-family,white,female,50,united-states,>50k
29,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
31,private,bachelors,13,divorced,exec-managerial,not-in-family,white,male,45,united-states,<=50k
35,self-emp-not-inc,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,50,united-states,<=50k
36,private,9th,5,divorced,handlers-cleaners,not-in-family,white,male,56,united-states,<=50k
36,private,12th,8,never-married,exec-managerial,not-in-family,white,male,50,united-states,<=50k
42,private,masters,14,divorced,prof-specialty,not-in-family,white,male,40,united-states,<=50k
53,state-gov,some-college,10,divorced,adm-clerical,other-relative,white,female,40,united-states,<=50k
49,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
39,local-gov,hs-grad,9,never-married,protective-serv,own-child,amer-indian-eskimo,male,48,united-states,<=50k
31,private,12th,8,never-married,sales,not-in-family,white,male,50,united-states,<=50k
30,self-emp-inc,hs-grad,9,divorced,exec-managerial,not-in-family,white,male,40,united-states,<=50k
39,private,hs-grad,9,never-married,tech-support,not-in-family,white,male,44,united-states,<=50k
25,private,masters,14,never-married,prof-specialty,not-in-family,white,female,37,united-states,<=50k
37,local-gov,assoc-voc,11,never-married,protective-serv,not-in-family,white,male,40,united-states,<=50k
35,private,some-college,10,never-married,prof-specialty,unmarried,asian-pac-islander,male,20,united-states,<=50k
39,private,hs-grad,9,divorced,prof-specialty,not-in-family,white,female,40,united-states,<=50k
40,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
42,local-gov,bachelors,13,never-married,exec-managerial,own-child,white,male,35,united-states,<=50k
34,empty,masters,14,never-married,empty,not-in-family,white,male,30,united-states,<=50k
41,federal-gov,some-college,10,married-spouse-absent,adm-clerical,not-in-family,black,male,40,united-states,<=50k
35,private,bachelors,13,never-married,tech-support,not-in-family,asian-pac-islander,female,40,united-states,<=50k
32,private,some-college,10,never-married,craft-repair,not-in-family,white,male,45,united-states,<=50k
42,private,masters,14,never-married,exec-managerial,not-in-family,white,female,40,united-states,<=50k
47,private,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,40,united-states,<=50k
28,private,assoc-voc,11,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
23,private,hs-grad,9,divorced,craft-repair,not-in-family,white,male,50,ireland,<=50k
55,private,some-college,10,divorced,adm-clerical,unmarried,white,female,20,united-states,<=50k
23,private,some-college,10,never-married,other-service,own-child,white,female,40,united-states,<=50k
45,private,some-college,10,divorced,sales,not-in-family,white,male,40,united-states,<=50k
43,private,hs-grad,9,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
38,private,some-college,10,separated,other-service,not-in-family,white,female,72,united-states,<=50k
40,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,48,united-states,<=50k
50,local-gov,masters,14,divorced,exec-managerial,not-in-family,white,female,70,united-states,<=50k
33,private,bachelors,13,separated,prof-specialty,not-in-family,white,male,35,united-states,<=50k
31,private,some-college,10,divorced,craft-repair,own-child,white,male,40,united-states,<=50k
41,private,masters,14,widowed,prof-specialty,not-in-family,white,female,55,united-states,<=50k
60,private,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,40,united-states,<=50k
62,private,masters,14,never-married,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k
50,private,some-college,10,divorced,craft-repair,not-in-family,white,male,22,united-states,<=50k
41,private,some-college,10,divorced,exec-managerial,not-in-family,white,male,40,united-states,<=50k
32,federal-gov,assoc-voc,11,never-married,tech-support,own-child,black,male,40,united-states,<=50k
57,private,bachelors,13,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,40,south,<=50k
32,private,preschool,1,married-civ-spouse,machine-op-inspct,wife,asian-pac-islander,female,40,cambodia,<=50k
23,private,11th,7,married-civ-spouse,transport-moving,husband,white,male,25,united-states,<=50k
39,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,24,united-states,<=50k
22,private,hs-grad,9,married-civ-spouse,priv-house-serv,wife,white,female,40,united-states,<=50k
56,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
43,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,40,cuba,<=50k
28,private,9th,5,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
21,self-emp-not-inc,12th,8,married-civ-spouse,adm-clerical,wife,white,female,30,portugal,<=50k
34,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,90,united-states,<=50k
32,private,prof-school,15,married-civ-spouse,sales,husband,white,male,40,empty,<=50k
38,private,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
27,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,40,united-states,<=50k
25,private,hs-grad,9,never-married,sales,not-in-family,white,male,42,united-states,<=50k
25,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,40,united-states,<=50k
50,self-emp-not-inc,bachelors,13,never-married,craft-repair,not-in-family,white,male,45,united-states,<=50k
49,private,10th,6,separated,exec-managerial,not-in-family,black,male,99,united-states,<=50k
33,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,40,united-states,<=50k
22,without-pay,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,40,united-states,<=50k
56,private,some-college,10,widowed,exec-managerial,not-in-family,white,male,60,united-states,<=50k
34,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,30,united-states,<=50k
54,empty,hs-grad,9,divorced,empty,not-in-family,white,female,25,united-states,<=50k
25,private,hs-grad,9,never-married,adm-clerical,own-child,black,female,40,puerto-rico,<=50k
20,private,some-college,10,never-married,other-service,other-relative,white,female,25,united-states,<=50k
38,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,35,united-states,<=50k
55,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,>50k
40,private,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,40,united-states,<=50k
53,private,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,>50k
55,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
50,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,empty,<=50k
45,self-emp-inc,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,35,united-states,>50k
38,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
53,self-emp-not-inc,7th-8th,4,married-civ-spouse,exec-managerial,husband,white,male,50,greece,>50k
46,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,40,united-states,>50k
42,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,48,united-states,>50k
51,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,>50k
43,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,40,united-states,>50k
47,local-gov,hs-grad,9,married-civ-spouse,other-service,husband,white,male,40,united-states,>50k
51,federal-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
31,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,45,united-states,>50k
30,private,masters,14,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,>50k
44,private,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,60,united-states,<=50k
29,private,bachelors,13,married-civ-spouse,handlers-cleaners,husband,black,male,80,empty,>50k
48,private,bachelors,13,married-civ-spouse,sales,husband,white,male,50,united-states,>50k
51,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,>50k
35,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,47,united-states,>50k
48,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,>50k
41,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k
54,self-emp-not-inc,masters,14,married-civ-spouse,sales,husband,white,male,45,united-states,>50k
31,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,40,united-states,>50k
44,private,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k
51,federal-gov,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,52,united-states,>50k
61,empty,bachelors,13,married-civ-spouse,empty,husband,white,male,15,united-states,>50k
63,private,11th,7,married-civ-spouse,protective-serv,husband,white,male,37,united-states,>50k
51,private,11th,7,married-civ-spouse,sales,husband,white,male,30,united-states,>50k
35,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,35,united-states,>50k
52,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,>50k
24,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,>50k
33,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,60,united-states,<=50k
44,local-gov,assoc-voc,11,married-civ-spouse,transport-moving,husband,white,male,40,united-states,>50k
57,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,13,united-states,>50k
47,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,45,united-states,>50k
44,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,40,united-states,>50k
45,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
37,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,44,united-states,>50k
31,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,50,united-states,>50k
53,state-gov,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k
34,private,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k
29,private,hs-grad,9,married-civ-spouse,other-service,wife,white,female,40,united-states,>50k
53,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,40,united-states,>50k
44,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,white,female,40,united-states,>50k
48,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,45,united-states,>50k
34,state-gov,some-college,10,married-civ-spouse,prof-specialty,husband,black,male,40,united-states,>50k
44,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,55,united-states,<=50k
29,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,other-relative,white,male,45,united-states,>50k
51,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
37,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k
34,private,some-college,10,married-civ-spouse,sales,wife,white,female,20,united-states,<=50k
40,private,some-college,10,married-civ-spouse,sales,husband,white,male,50,united-states,<=50k
46,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,38,united-states,>50k
37,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k
36,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k
31,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,40,mexico,>50k
53,private,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,40,india,>50k
46,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,70,united-states,<=50k
32,private,some-college,10,married-civ-spouse,sales,husband,white,male,50,united-states,<=50k
38,private,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,48,united-states,<=50k
43,local-gov,some-college,10,married-civ-spouse,tech-support,husband,white,male,99,united-states,>50k
53,private,hs-grad,9,married-civ-spouse,other-service,husband,black,male,30,united-states,>50k
45,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,38,united-states,>50k
41,private,assoc-voc,11,married-civ-spouse,sales,husband,white,male,60,united-states,>50k
63,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k
42,self-emp-not-inc,assoc-voc,11,married-civ-spouse,transport-moving,husband,white,male,80,united-states,>50k
40,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,50,united-states,>50k
24,private,hs-grad,9,never-married,exec-managerial,other-relative,white,male,50,united-states,<=50k
21,private,some-college,10,never-married,exec-managerial,not-in-family,white,female,40,united-states,<=50k
32,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,50,united-states,<=50k
56,private,assoc-acdm,12,divorced,adm-clerical,unmarried,white,female,40,united-states,<=50k
35,self-emp-not-inc,some-college,10,separated,farming-fishing,not-in-family,white,male,60,united-states,<=50k
43,private,hs-grad,9,separated,other-service,not-in-family,white,female,40,united-states,<=50k
31,private,bachelors,13,never-married,sales,not-in-family,white,male,50,united-states,<=50k
56,private,hs-grad,9,divorced,prof-specialty,not-in-family,white,female,40,united-states,<=50k
23,private,some-college,10,never-married,tech-support,not-in-family,white,female,40,united-states,<=50k
21,private,hs-grad,9,never-married,sales,own-child,white,female,40,united-states,<=50k
25,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,35,united-states,<=50k
31,private,hs-grad,9,never-married,craft-repair,own-child,white,male,40,united-states,<=50k
27,state-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
37,private,assoc-voc,11,never-married,adm-clerical,not-in-family,other,female,35,united-states,<=50k
19,private,hs-grad,9,never-married,sales,not-in-family,white,male,48,united-states,<=50k
23,private,some-college,10,never-married,transport-moving,not-in-family,white,male,40,united-states,<=50k
28,local-gov,bachelors,13,never-married,adm-clerical,not-in-family,black,female,60,united-states,<=50k
54,state-gov,12th,8,never-married,other-service,own-child,white,male,40,united-states,<=50k
36,private,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,40,united-states,<=50k
25,private,hs-grad,9,never-married,other-service,other-relative,asian-pac-islander,male,60,empty,<=50k
28,private,some-college,10,married-civ-spouse,sales,wife,white,female,25,united-states,<=50k
59,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
58,state-gov,doctorate,16,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,40,india,<=50k
43,private,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,15,united-states,<=50k
39,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,38,united-states,<=50k
26,private,bachelors,13,married-civ-spouse,sales,husband,white,male,50,united-states,<=50k
63,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
32,local-gov,hs-grad,9,married-civ-spouse,transport-moving,wife,white,female,22,united-states,<=50k
47,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,60,united-states,<=50k
35,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,35,united-states,<=50k
38,federal-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,<=50k
52,self-emp-inc,10th,6,married-civ-spouse,sales,husband,white,male,45,united-states,<=50k
32,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k
35,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
54,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,55,united-states,<=50k
49,private,bachelors,13,married-civ-spouse,sales,husband,white,male,44,united-states,<=50k
40,private,7th-8th,4,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
40,private,5th-6th,3,married-civ-spouse,other-service,husband,other,male,40,mexico,<=50k
43,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,38,united-states,<=50k
31,local-gov,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,40,empty,<=50k
50,local-gov,some-college,10,married-civ-spouse,craft-repair,husband,white,male,55,united-states,<=50k
46,private,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,40,united-states,<=50k
27,federal-gov,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,40,el-salvador,<=50k
34,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
61,local-gov,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
55,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
33,federal-gov,some-college,10,married-civ-spouse,tech-support,wife,white,female,40,united-states,<=50k
31,empty,bachelors,13,married-civ-spouse,empty,wife,white,female,30,canada,<=50k
32,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,<=50k
49,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,50,united-states,<=50k
36,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
42,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
30,private,assoc-voc,11,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
38,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
26,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,<=50k
47,private,bachelors,13,married-civ-spouse,sales,husband,white,male,60,united-states,<=50k
47,private,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,40,united-states,<=50k
51,private,assoc-voc,11,married-civ-spouse,other-service,husband,white,male,55,united-states,<=50k
28,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,45,united-states,<=50k
34,local-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,50,united-states,<=50k
46,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,55,united-states,<=50k
45,private,hs-grad,9,married-civ-spouse,transport-moving,husband,other,male,40,united-states,<=50k
47,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,40,empty,<=50k
41,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
38,private,12th,8,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k
29,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k
50,private,assoc-acdm,12,married-civ-spouse,sales,wife,white,female,40,united-states,<=50k
45,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k
41,local-gov,some-college,10,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
23,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,40,united-states,<=50k
59,private,10th,6,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k
38,private,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,84,portugal,<=50k
26,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,<=50k
35,private,hs-grad,9,married-civ-spouse,prof-specialty,wife,white,female,35,united-states,<=50k
27,private,11th,7,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k
61,empty,1st-4th,2,married-civ-spouse,empty,husband,white,male,20,mexico,<=50k
36,empty,assoc-voc,11,married-civ-spouse,empty,wife,white,female,8,united-states,<=50k
45,federal-gov,assoc-voc,11,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k
32,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,<=50k
36,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,55,united-states,<=50k
43,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k
59,private,11th,7,married-civ-spouse,other-service,wife,white,female,28,united-states,<=50k
27,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,35,united-states,<=50k
24,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,<=50k
34,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,46,united-states,<=50k
31,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k
31,private,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,40,united-states,<=50k
32,private,hs-grad,9,married-civ-spouse,handlers-cleaners,wife,black,female,40,united-states,<=50k
42,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k
38,private,bachelors,13,married-civ-spouse,other-service,husband,white,male,70,united-states,<=50k
58,private,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
51,private,7th-8th,4,married-civ-spouse,exec-managerial,husband,amer-indian-eskimo,male,47,united-states,<=50k
51,state-gov,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,<=50k
44,private,masters,14,married-civ-spouse,adm-clerical,husband,white,male,50,united-states,<=50k
23,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,40,united-states,<=50k
27,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,40,united-states,<=50k
35,private,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,27,united-states,<=50k
33,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
28,local-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k
42,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,45,united-states,<=50k
33,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k
21,private,10th,6,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k
34,private,assoc-voc,11,married-civ-spouse,adm-clerical,husband,white,male,45,united-states,<=50k
31,self-emp-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,50,united-states,<=50k
51,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
35,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,60,united-states,<=50k
36,self-emp-not-inc,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,75,united-states,<=50k
58,local-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k
54,state-gov,hs-grad,9,separated,adm-clerical,unmarried,black,female,35,united-states,<=50k
37,private,hs-grad,9,never-married,handlers-cleaners,unmarried,white,female,40,nicaragua,<=50k
28,federal-gov,some-college,10,never-married,adm-clerical,unmarried,black,female,40,united-states,<=50k
32,state-gov,some-college,10,never-married,protective-serv,unmarried,black,female,40,united-states,<=50k
32,private,hs-grad,9,divorced,adm-clerical,unmarried,white,male,40,united-states,<=50k
32,private,some-college,10,separated,tech-support,unmarried,black,female,40,united-states,<=50k
69,self-emp-inc,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,30,united-states,<=50k
67,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,11,united-states,<=50k
65,private,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
65,empty,hs-grad,9,married-civ-spouse,empty,husband,amer-indian-eskimo,male,40,united-states,<=50k
