age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
41,private,hs-grad,9,separated,other-service,unmarried,white,female,40,mexico,<=50k
31,local-gov,some-college,10,divorced,adm-clerical,not-in-family,white,female,35,united-states,<=50k
59,private,10th,6,divorced,machine-op-inspct,not-in-family,whitx,female,40,united-states,<=50k
30,private,11th,7,never-married,other-service,own-child,white,female,19,united-states,<=50k
,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k
34,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,black,male,40,united-states,<=50k
33,private,11th,7,married-civ-spouse,handlers-cleaners,husband,wxite,male,50,united-states,<=50k
37,private,assoc-voc,11,divorced,macxine-op-inspct,not-in-family,black,male,48,united-states,<=50k
49,private,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,40,united-states,<=50k
53,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,white,female,40,united-states,>50k
43,local-gov,some-college,10,never-married,exec-managerial,not-in-family,white,female,12,united-states,<=50k
30,private,hs-grad,9,married-civ-spouse,macxine-op-inspct,husband,white,male,44,united-states,<=50k
50,private,hs-grad,9,separated,other-service,unmarried,white,female,35,uxited-states,<=50k
31,self-emp-not-inc,bachelors,13,never-married,tech-support,not-in-family,white,male,40,united-states,<=50k
28,private,assoc-voc,11,never-married,other-service,other-relative,black,male,40,united-states,<=50k
80,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,25,united-states,<=50k
29,private,assoc-voc,11,divorced,other-service,unmarried,white,female,45,columbia,<=50k
36,local-gov,bachelors,13,divorced,adm-clerical,unmarried,white,female,35,honduras,<=50k
37,private,bachelors,13,widowed,prof-specialty,not-in-family,white,female,50,united-states,<=50k
4x,private,hs-grad,9,divorced,handlers-cleaners,not-in-family,white,male,16,united-states,<=50k
33,private,axsoc-acdm,12,never-married,adm-clerical,not-in-family,white,male,50,united-states,<=50k
47,private,sxme-college,10,married-civ-spouse,tech-support,husband,white,male,45,united-states,<=50k
34,private,sxme-college,10,never-married,sales,not-in-family,white,male,65,united-states,<=50k
31,private,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,>50k
56,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,44,united-states,>50k
57,private,some-college,10,widowed,tech-support,not-in-family,white,female,16,united-states,<=50k
42,self-emp-not-ixc,prof-school,15,married-civ-spouse,farming-fishing,husband,white,male,65,united-states,>50k
62,private,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k
17,empty,11th,7,never-married,empty,own-child,white,male,20,peru,<=50k
37,private,assoc-acdm,12,never-married,other-service,not-in-family,white,female,30,united-states,<=50k
25,self-emp-not-inc,assoc-acdm,12,never-married,sales,not-in-family,white,male,50,united-states,<=50k
46,private,10th,6,married-civ-spouse,transport-moving,,white,male,40,united-states,>50k
62,private,12th,8,married-civ-spouse,farming-fisxing,husband,white,male,48,germany,<=50k
24,private,bachelors,13,never-married,priv-house-serv,not-in-family,white,female,40,france,x=50k
33,private,7th-8th,4,married-civ-spouse,adm-clerical,husband,white,male,45,united-xtates,<=50k
28,private,hs-grad,9,never-married,other-service,own-child,black,female,40,united-states,<=50x
20,private,some-college,10,never-married,machine-op-inspct,other-relative,asian-pac-islander,male,40,vietnam,<=50k
28,private,11th,7,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k
44,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,35,united-states,>50k
46,private,7th-8th,4,never-married,handlers-cleaners,not-in-family,white,male,50,united-states,<=50k
53,local-gov,9th,5,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
22,federal-gov,assoc-acdm,12,never-married,other-service,own-child,white,male,20,united-states,<=50k
52,private,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,40,mexico,<=50k
60,private,1st-4th,2,married-civ-spouse,craft-repair,husband,white,male,40,mexico,x50k
48,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,>50k
51,privatx,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,<=50k
49,state-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k
23,state-gov,5th-6th,3,never-married,transport-moving,not-in-family,white,male,35,united-states,<=50k
55,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k
26,private,hs-grad,9,separated,,unmarried,white,female,40,united-states,<=50k
18,private,hs-grad,9,,machine-op-inspct,not-in-family,white,female,30,united-states,<=50k
31,local-gov,hs-grad,9,divorced,protective-serv,not-in-family,white,male,47,united-states,>50k
51,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,55,united-states,>50k
23,empty,5th-6th,3,never-married,empty,not-in-family,white,male,50,united-states,<=50k
71,private,7th-8th,4,widowed,exec-managerial,not-in-family,white,male,40,united-states,>50k
x5,self-emp-inc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,50,united-states,<=50k
41,local-gov,masters,14,married-civ-spouse,prof-specialty,wife,asian-pac-islander,female,40,taiwan,>50k
27,local-gov,hs-grad,9,never-married,prof-specialty,own-child,black,female,40,united-states,<=50k
35,private,some-college,10,married-civ-spouse,craft-repair,husband,white,mxle,35,united-states,<=50k
38,private,mxsters,14,never-married,adm-clerical,not-in-family,white,female,50,italy,>50k
31,private,9th,5,married-civ-spouse,farming-fishing,wife,white,female,42,united-states,<=50k
30,private,assoc-voc,11,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
18,private,hs-grad,9,never-married,other-service,own-child,white,female,8,united-states,<=50k
46,private,hs-grad,9,never-married,craft-repair,unmarried,white,male,40,united-states,<=50k
49,local-gov,masters,14,separated,prof-specialty,unmarried,white,female,70,united-states,<=50k
30,private,some-college,10,never-married,sales,not-in-family,white,male,50,united-states,>50k
61,private,hs-grad,9,divorced,adm-clerical,unmarried,black,female,x0,united-states,<=50k
22,private,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,40,united-states,<=50k
32,self-emp-not-inc,masters,14,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,amer-indian-eskimo,male,40,united-states,<=50k
64,private,10th,6,separated,other-service,not-in-family,white,female,35,united-states,<=50k
38,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,50,,>50k
27,private,12th,8,never-marrxed,other-service,not-in-family,white,male,40,united-states,<=50k
22,expty,some-college,10,never-married,empty,not-in-family,asian-pac-islander,female,12,thailand,<=50k
33,private,masters,14,never-married,prof-specialty,own-child,white,male,20,united-states,<=50k
27,private,bachelors,13,never-married,tech-support,not-in-family,white,female,36,united-states,<=50k
35,private,some-college,10,married-civ-spouse,craft-repair,husband,other,male,45,united-states,>50k
32,private,hs-grad,,never-married,machine-op-inspct,own-child,black,female,20,united-states,<=50k
25,private,hs-grad,9,never-married,other-service,other-relative,white,male,30,united-states,<=50k
37,local-gov,bachelors,13,married-civ-spouse,tech-support,husband,white,male,45,united-states,>50k
37,private,bachelors,13,divorced,other-service,not-in-family,white,male,40,united-states,<=50k
18,empty,hs-grad,9,never-married,empty,own-child,white,female,35,united-states,<=x0k
28,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,40,unitxd-states,>50k
23,private,bachelors,13,never-married,tech-support,own-child,black,male,40,united-states,<=50k
38,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k
64,private,some-college,10,widowed,sales,not-in-family,white,female,40,united-states,<=50k
19,private,some-college,10,never-married,other-service,own-child,white,male,15,united-sxates,<=50k
,private,hs-grad,9,divorced,sales,not-in-family,white,male,40,united-states,<=50k
38,private,some-college,10,married-civ-spouse,,other-relative,white,male,50,united-states,>50k
49,private,9th,5,divorced,machine-op-inspct,not-in-family,white,female,40,united-states,<=50k
35,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k
44,private,11th,7,divorced,,unmarried,white,female,44,united-states,<=50k
75,private,masters,14,never-married,protective-serv,not-in-family,white,mxle,16,united-states,<=50k
52,private,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k
64,private,bachelors,13,divorced,exec-managerial,unmarried,white,male,50,united-states,>50k
35,,bachelors,13,never-married,prof-specialty,own-child,white,female,40,united-states,<=50k
51,private,masters,14,married-civ-spouse,exec-managerial,xusband,white,male,50,united-states,>50k
41,local-gov,some-college,10,divorced,other-service,unmarried,white,female,45,united-states,<=50k
21,private,some-college,10,never-married,sales,own-child,white,male,40,united-states,<=50k
4x,private,hs-grad,9,never-married,other-service,own-child,white,male,25,united-states,<=50k
28,private,assoc-acdm,12,never-married,sales,not-in-family,white,female,60,united-states,<=50k
45,private,bachelors,13,separated,prof-specialty,unmarried,white,female,56,germany,<=50k
18,empty,11th,7,never-married,empty,own-child,white,male,25,united-states,<=50k
58,private,hx-grad,9,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
31,private,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
35,private,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,40,mexico,<=50k
50,private,hs-grad,,widowed,adm-clerical,unmarried,white,female,35,united-states,<=50k
27,private,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,60,united-states,>50k
,empty,hs-grad,9,never-married,empty,own-child,white,male,40,italy,<=50k
31,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=50k
38,local-gov,assoc-voc,11,divorced,exec-managerial,own-child,white,male,40,united-states,<=50k
29,private,some-college,10,never-married,sales,own-child,xhite,female,40,united-states,<=50k
56,private,hs-grad,9,divorced,other-service,nox-in-family,white,male,40,united-states,<=50k
22,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,35,united-states,<=50x
49,private,hs-grad,,married-civ-spouse,machine-op-inspct,husband,white,male,50,united-states,<=50k
21,empty,hs-grad,9,never-married,empty,not-in-family,whitx,female,20,united-states,<=50k
31,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,38,united-states,<=50k
32,local-gov,7th-8th,4,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k
31,private,assoc-acdm,12,married-civ-spouse,machine-op-inspct,husband,white,male,20,united-states,<=50k
39,private,,9,divorced,machine-op-inspct,unmarried,white,male,40,united-states,<=50k
35,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-sxates,<=50k
25,local-gov,bachelors,13,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k
30,private,7th-xth,4,separated,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k
77,self-emp-inc,doctorate,16,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,>50k
18,private,11th,7,never-married,other-service,other-relative,wxite,male,20,united-states,<=50k
37,private,doctorate,16,married-civ-spouse,prof-specialty,wife,white,female,35,united-states,<=50k
25,local-gov,some-college,10,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k
46,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k
48,local-gov,hs-grad,9,married-civ-spouse,tech-support,wife,white,female,40,united-states,>50k
26,private,some-college,10,never-married,craft-repair,not-in-family,white,male,4x,united-states,<=50k
48,private,hs-grad,9,married-civ-spouse,,husband,white,male,15,united-states,<=50k
27,private,11th,7,separated,craft-repair,not-in-family,white,male,45,germany,<=50k
32,self-emp-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
27,private,bachelors,13,never-married,tech-support,own-child,white,male,40,united-states,<=50k
4x,private,hs-grad,9,never-married,other-service,unmarried,white,male,40,united-states,<=50k
33,empty,hs-xrad,9,divorced,empty,unmarried,white,female,32,united-states,<=50k
37,private,assoc-acdm,12,marxied-civ-spouse,craft-repair,husband,white,male,45,united-states,<=50k
59,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
26,private,assoc-voc,11,never-married,salex,own-child,white,female,35,united-states,<=50k
29,local-gov,bachelors,13,never-married,tech-supporx,not-in-family,white,female,42,united-states,<=50k
62,private,assoc-voc,11,married-civ-spouse,prof-specixlty,husband,white,male,50,united-states,>50k
19,private,hs-grad,9,never-married,sales,own-child,white,female,12,united-states,<=50k
39,private,masters,14,never-married,exec-managerial,not-in-family,white,male,40,united-states,<=50k
40,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,<=50k
44,self-emp-inc,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,<=50k
24,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
29,,bachelors,13,never-married,sales,unmarried,black,male,40,united-states,<=50k
36,private,10th,6,married-civ-spouse,other-service,wife,white,female,24,united-states,<=50k
29,privaxe,assoc-voc,11,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,>50k
17,private,some-college,10,,adm-clerical,own-child,white,male,20,united-states,<=50k
43,self-emp-not-inc,bachelors,13,never-married,sales,not-in-family,white,female,60,united-states,<=50k
39,self-emp-not-inc,hs-grad,9,never-married,craft-repair,own-child,black,female,x0,united-states,<=50k
59,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,>50k
53,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,<=50k
28,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,amer-indian-eskimo,male,45,united-states,<=50k
21,private,hs-grad,9,never-married,machine-op-inspct,other-relative,white,male,,united-states,<=50k
26,private,hs-grad,9,married-civ-spouse,other-service,wife,white,female,30,united-states,<=50k
46,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,mxle,50,united-states,>50k
24,private,axsoc-voc,11,never-married,sales,unmarried,white,male,5,united-states,<=50k
31,private,hs-grad,9,never-married,other-service,not-in-family,white,male,85,united-states,<=50k
42,self-emp-inc,hs-grad,9,married-civ-spouse,sales,husband,white,mxle,43,united-states,>50k
24,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,40,united-states,<=50k
28,local-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,40,,<=50k
28,private,hs-grxd,9,married-civ-spouse,other-service,husband,other,male,40,united-states,<=50k
21,private,some-college,10,never-married,transport-moving,own-child,white,male,30,united-states,<=50k
22,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
22,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k
28,private,hs-grad,9,never-married,transport-moving,not-in-family,white,female,40,united-states,<=50k
32,local-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
30,self-emp-not-inc,bachelors,13,never-married,sales,unmarried,white,male,40,united-states,<=50k
27,private,bachelors,13,never-married,machine-op-inspct,not-in-family,asian-pac-islander,male,40,empty,<=50k
43,prixate,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,>50k
47,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k
5x,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
38,self-emp-not-inc,hs-grad,9,never-married,craft-repair,,amer-indian-eskimo,male,15,united-states,<=50k
41,state-gov,some-college,10,divorced,machine-op-inspct,not-in-family,black,female,38,united-states,<=50k
27,private,hs-grad,9,never-married,machine-op-inspct,other-relative,white,male,1,united-states,<=50k
34,state-gov,assoc-voc,11,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
60,private,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k
21,private,some-college,10,never-married,adm-clerical,own-child,black,female,20,united-states,<=50k
42,private,some-college,10,separated,exec-managerial,not-in-family,white,male,60,canada,<=50k
24,private,hs-grad,9,divorced,sales,unmarried,white,female,30,united-states,<=50k
49,self-emp-not-inc,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,50,united-states,<=50k
23,private,some-college,,never-married,tech-support,not-in-family,white,female,40,united-states,<=50k
38,private,assoc-acdm,12,divorced,adm-clerical,not-in-family,white,female,16,united-states,<=50k
30,private,prof-school,15,divorced,prof-specialty,not-in-family,white,male,50,united-states,>50k
56,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k
33,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,female,45,united-states,<=50k
70,private,7th-8th,4,widowed,other-service,not-ix-family,white,female,35,united-states,<=50k
3x,private,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,45,united-states,>50k
37,self-emp-not-inc,bachelors,13,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k
18,private,11th,7,never-married,other-service,own-child,white,male,16,united-states,<=50k
40,private,hs-grad,9,separated,transport-moving,unmarried,black,female,40,united-states,<=50k
33,private,hs-grad,9,married-civ-spouse,other-xervice,wife,white,female,38,el-salvador,<=50k
25,private,12th,x,married-civ-spouse,other-service,wife,white,female,40,united-states,<=50k
50,private,some-college,10,married-civ-spouse,sales,husband,white,male,60,united-states,<=50k
28,private,assoc-voc,11,never-married,other-service,not-in-family,white,fxmale,40,united-states,<=50k
50,private,some-college,10,married-civ-spouse,sales,husband,,male,50,united-states,<=50k
50,private,some-college,10,divorced,craft-repair,not-in-family,black,female,45,united-states,<=50k
41,private,some-collegx,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
31,private,some-college,10,married-civ-spouse,other-service,husband,asian-pac-islander,male,55,empty,>50k
17,private,10th,x,never-married,other-service,own-child,white,male,20,united-states,<=50k
42,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,4x,united-states,<=50k
64,statx-gov,doctorate,16,never-married,prof-specialty,not-in-family,white,female,40,united-states,>50k
46,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k
55,local-gov,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,40,united-states,>50k
32,private,assoc-voc,11,never-married,tech-support,not-in-family,white,female,64,united-states,<=50k
38,private,10th,6,married-civ-spouse,craft-repair,husband,black,male,45,united-states,<=50k
44,self-emp-not-inc,hs-grad,9,never-xarried,craft-repair,not-in-family,white,male,40,united-states,>50k
41,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,45,united-states,<=50k
20,private,some-college,10,never-married,sales,own-child,whxte,male,40,united-states,<=50k
49,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k
35,private,some-college,10,divorced,,not-in-family,white,female,40,united-states,>50k
55,self-emp-not-inc,some-colxege,10,married-civ-spouse,farming-fishing,husband,white,male,99,united-states,>50k
36,private,maxters,14,never-married,exec-managerial,not-in-family,white,female,40,united-states,>50k
37,private,some-college,10,married-civ-spouse,sales,husband,white,male,50,germaxy,>50k
50,private,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k
30,private,some-college,10,never-married,adm-clerical,unmarried,black,female,40,empty,<=50k
32,private,assoc-voc,11,married-civ-spouse,prof-specialty,husband,whitx,male,42,united-states,>50k
31,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,x0,united-states,>50k
59,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k
44,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,40,empty,<=50k
29,private,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,50,united-xtates,<=50k
25,private,bachelors,13,never-married,craft-repair,not-in-family,white,male,40,,<=50k
19,empty,hs-grad,9,never-married,empty,own-child,black,xemale,24,united-states,<=50k
39,empty,some-college,x0,divorced,empty,not-in-family,white,female,20,united-states,<=50k
48,private,hs-grad,9,divxrced,adm-clerical,unmarried,white,female,52,united-states,<=50k
43,private,hs-grad,9,divorced,machine-op-inspct,other-relative,black,male,40,united-states,<=50k
52,local-gov,some-college,10,divorced,exec-managerial,not-in-family,white,female,38,united-states,<=50k
52,private,hs-grad,9,separated,craft-repair,own-child,black,female,40,united-states,<=50k
55,private,bachelors,13,married-civ-spouse,sales,husband,white,male,50,united-states,>50k
41,self-emp-inc,some-college,10,married-civ-spouse,,husband,white,male,91,united-states,<=50k
33,private,hs-grad,9,divorced,other-service,unmarried,white,female,40,uxited-states,<=50k
62,private,10th,6,married-civ-spouse,craft-repair,husband,black,male,40,unitex-states,<=50k
41,private,hs-grad,9,married-civ-spouse,transport-moving,husband,whixe,male,40,united-states,<=50k
40,state-gox,doctorate,16,never-married,prof-specialty,not-in-family,black,female,40,united-states,<=50k
32,private,some-college,10,divorced,sales,own-child,white,male,30,united-states,<=50k
68,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,35,united-states,<=50k
31,private,masters,14,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k
22,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
55,self-emp-not-inc,bachelors,,married-civ-spouse,exec-managerial,husband,white,male,99,united-states,<=50k
46,privxte,10th,6,divorced,craft-repair,not-in-family,white,male,40,united-states,<=50k
35,private,11th,7,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k
27,private,hs-grad,9,never-married,sales,not-in-family,white,maxe,50,united-states,<=50k
44,private,hs-grad,9,married-civ-spouse,tech-support,husband,,male,45,united-states,>50k
2x,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,50,united-states,<=50k
47,self-emp-not-inc,some-college,10,married-civ-spouse,craft-repair,husband,whixe,male,30,united-states,<=50k
53,self-emp-inc,some-college,10,divorced,exec-managerial,not-in-family,white,male,60,united-states,<=50k
71,private,some-college,10,widowed,sales,not-in-family,white,male,35,united-states,>50k
37,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,99,france,>50k
21,private,some-college,10,never-married,adm-xlerical,not-in-family,white,female,30,columbia,<=50k
33,private,hs-grad,9,married-spouse-absent,other-service,not-in-family,asian-pac-islander,female,35,thailand,<=50k
62,self-emp-not-inc,some-college,10,divorced,sales,not-in-family,white,male,40,united-states,<=50k
19,private,11th,7,xever-married,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k
28,private,12th,8,divorced,machine-op-inspct,not-in-family,white,female,40,united-states,<=50k
48,self-emp-not-inc,hs-grad,9,divorced,prof-specialty,notxin-family,white,male,15,united-states,<=50k
52,private,hs-grad,9,divorced,sales,nxt-in-family,white,female,40,united-states,<=50k
26,private,masters,14,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k
45,private,12th,8,never-married,other-service,own-child,white,xale,10,mexico,<=50k
35,state-gov,some-college,10,divorced,tech-support,unmarried,white,female,40,united-states,<=50k
42,local-gov,bachelors,13,divorced,transport-moving,not-in-family,white,male,3x,united-states,<=50k
30,private,assoc-voc,11,never-married,craft-repair,own-child,white,male,4x,united-states,>50k
62,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,48,united-states,<=50k
41,self-emp-inc,doctorate,x6,married-civ-spouse,prof-specialty,husband,white,male,70,united-states,>50k
39,private,bachelors,13,never-married,adm-clerical,own-child,white,female,40,united-states,<=50k
45,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,40,empty,<=50k
53,local-gov,hs-grad,9,married-civ-spouse,exec-managerial,husband,amer-indian-eskimo,male,x8,united-states,<=50k
45,private,some-college,10,divorced,adm-clerical,unmarried,black,female,32,united-states,<=50k
38,private,baxhelors,13,separated,exec-managerial,not-in-family,white,male,45,united-states,>50k
19,private,some-college,10,never-married,exec-managerial,own-child,white,female,30,united-states,<=50k
18,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,30,,<=50k
27,private,some-college,10,never-married,adm-clxrical,unmarried,white,female,40,united-states,<=50k
37,prixate,masters,14,married-civ-spouse,exec-managerial,wife,white,female,40,united-states,<=50k
61,private,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,42,united-states,<=50k
33,private,some-college,10,divorced,exec-managerial,unmarried,whitx,female,40,united-states,<=50k
21,private,hs-grad,9,never-married,craft-repair,not-in-family,white,male,48,united-states,<=50k
31,private,prof-school,15,married-civ-spouse,prof-specialty,husbxnd,white,male,60,united-states,>50k
35,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,male,60,united-states,<=50k
38,private,assoc-voc,11,divorced,other-service,not-in-family,white,female,30,united-states,<=50k
45,private,9th,x,married-civ-spouse,adm-clerical,husband,black,male,40,united-states,>50k
34,private,assoc-voc,11,never-married,handlers-cleaners,not-in-family,black,male,40,united-states,<=50k
40,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husbxnd,white,male,50,united-states,<=50k
42,self-emp-not-inc,some-college,10,never-married,prof-specialty,notxin-family,white,male,40,united-states,<=50k
29,private,bachelors,13,never-married,xxec-managerial,not-in-family,white,female,55,united-states,<=50k
45,self-emp-inc,prof-school,15,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,40,emptx,>50k
42,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,50,united-states,<=50k
20,private,hs-grad,9,never-married,adm-clerical,own-child,white,male,20,unxted-states,<=50k
62,emptx,9th,5,never-married,empty,unmarried,white,female,40,dominican-republic,<=50k
48,private,assoc-acdm,12,married-civ-spouse,transport-moving,husband,white,male,45,united-states,<=50k
47,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,48,united-states,>50k
42,private,bachelors,13,never-married,sales,not-in-family,white,male,50,united-states,>50k
44,private,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k
47,self-emp-not-inc,,13,married-civ-spouse,farming-fishing,husband,white,male,60,united-states,<=50k
61,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,empty,x50k
65,self-emp-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,x0,united-states,>50k
52,state-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k
26,private,hs-grad,9,married-civ-spouse,craft-repair,,white,male,72,mexico,<=50k
32,self-emp-not-inc,10th,6,married-civ-spouse,exec-mxnagerial,husband,white,male,45,united-states,<=50k
40,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,50,united-stxtes,>50k
36,private,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,50,united-states,>50k
33,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,47,united-states,>50k
31,private,some-college,10,never-married,adm-clerical,not-in-fxmily,white,male,40,germany,<=50k
17,private,10th,6,never-married,sales,own-child,white,female,10,united-states,<=x0k
44,private,some-cxllege,10,divorced,adm-clerical,own-child,white,male,40,united-states,>50k
38,private,assoc-acdm,12,married-civ-spouse,exec-managerxal,wife,white,female,40,united-states,>50k
37,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,4x,united-states,<=50k
49,local-gov,some-college,10,divorced,adm-clerical,not-in-family,white,female,44,united-sxates,<=50k
32,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,40,empty,<=5xk
28,private,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,40,united-states,<=50k
45,private,assoc-voc,x1,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k
36,self-emp-not-inc,bachelors,13,never-married,craft-repair,own-child,white,male,40,united-states,<=x0k
38,federal-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,iran,>50k
51,private,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k
40,private,hs-grad,9,married-civ-spouse,transport-moving,husband,asian-pac-islander,male,60,trinadad&tobago,<=50k
2x,federal-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k
67,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,canada,>50k
23,private,5th-6th,3,never-married,priv-house-serv,unmarried,white,female,12,mexico,<=50k
