age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income,label
28,empty,308493,hs-grad,9,married-civ-spouse,empty,wife,white,female,0,0,17,honduras,<=50k,1
37,private,49115,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k,1
51,self-emp-inc,208302,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,38,united-states,>50k,1
25,private,304032,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,0,36,united-states,<=50k,1
31,federal-gov,207301,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50k,1
37,private,123211,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,44,united-states,>50k,1
42,private,33521,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,>50k,1
29,empty,410351,bachelors,13,never-married,empty,not-in-family,white,male,0,0,40,united-states,<=50k,1
35,private,410034,some-college,10,divorced,sales,not-in-family,white,male,0,0,50,united-states,<=50k,1
51,private,175339,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,47,united-states,>50k,1
22,empty,27937,some-college,10,never-married,empty,own-child,white,male,0,0,36,united-states,<=50k,1
26,private,125680,bachelors,13,never-married,prof-specialty,not-in-family,asian-pac-islander,male,0,0,16,japan,<=50k,1
56,local-gov,160829,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,46,united-states,<=50k,1
52,private,266529,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k,1
61,self-emp-not-inc,115023,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,0,4,empty,<=50k,1
47,state-gov,224149,bachelors,13,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,>50k,1
52,private,150930,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
30,private,343699,hs-grad,9,divorced,craft-repair,unmarried,white,female,0,0,40,united-states,<=50k,1
35,private,163392,some-college,10,married-civ-spouse,transport-moving,husband,asian-pac-islander,male,0,0,40,empty,<=50k,1
17,empty,103810,12th,8,never-married,empty,own-child,white,male,0,0,40,united-states,<=50k,1
26,private,211265,some-college,10,married-spouse-absent,craft-repair,other-relative,black,female,0,0,35,dominican-republic,<=50k,1
58,local-gov,160586,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50k,1
30,private,203277,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,60,united-states,>50k,1
46,private,309895,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
57,private,103809,hs-grad,9,never-married,sales,unmarried,white,female,0,0,40,united-states,<=50k,1
25,private,90291,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k,1
21,state-gov,181761,some-college,10,never-married,tech-support,own-child,white,female,0,0,10,united-states,<=50k,1
45,local-gov,135776,masters,14,divorced,prof-specialty,not-in-family,white,female,0,0,30,united-states,<=50k,1
61,empty,188172,doctorate,16,widowed,empty,not-in-family,white,female,0,0,5,united-states,<=50k,1
39,private,179579,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,1
42,private,193626,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,53,united-states,<=50k,1
20,private,108887,hs-grad,9,never-married,machine-op-inspct,own-child,white,female,0,0,40,united-states,<=50k,1
23,private,199070,hs-grad,9,never-married,protective-serv,own-child,black,male,0,0,16,united-states,<=50k,1
25,private,441591,bachelors,13,never-married,tech-support,own-child,white,male,0,0,40,united-states,<=50k,1
47,private,185254,5th-6th,3,never-married,priv-house-serv,own-child,white,female,0,0,40,el-salvador,<=50k,1
24,private,109307,hs-grad,9,never-married,sales,own-child,white,male,0,0,45,united-states,<=50k,1
20,empty,81853,some-college,10,never-married,empty,own-child,asian-pac-islander,female,0,0,15,united-states,<=50k,1
35,private,23621,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,70,united-states,<=50k,1
44,local-gov,145178,hs-grad,9,married-civ-spouse,other-service,wife,black,female,0,0,38,jamaica,>50k,1
47,state-gov,30575,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k,1
28,state-gov,130620,11th,7,separated,adm-clerical,unmarried,asian-pac-islander,female,0,0,40,india,<=50k,1
41,local-gov,22155,masters,14,divorced,prof-specialty,unmarried,white,female,0,0,60,united-states,<=50k,1
31,private,106437,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
27,private,79787,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,25,united-states,<=50k,1
44,private,81853,hs-grad,9,never-married,sales,not-in-family,asian-pac-islander,female,0,0,40,united-states,<=50k,1
61,private,120933,some-college,10,never-married,priv-house-serv,not-in-family,white,female,0,0,40,united-states,<=50k,1
42,federal-gov,153143,some-college,10,divorced,adm-clerical,other-relative,white,female,0,0,40,puerto-rico,<=50k,1
46,private,27669,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,28,united-states,<=50k,1
46,private,105444,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
54,local-gov,169785,masters,14,widowed,prof-specialty,unmarried,white,female,0,0,38,united-states,<=50k,1
49,private,122493,hs-grad,9,widowed,tech-support,unmarried,white,male,0,0,40,united-states,<=50k,1
56,local-gov,242670,some-college,10,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
52,private,54933,masters,14,divorced,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,1
34,private,209317,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,puerto-rico,<=50k,1
25,self-emp-not-inc,282631,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
18,private,98044,11th,7,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,1
58,private,187487,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
31,state-gov,60186,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,1
29,private,75648,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,55,united-states,<=50k,1
28,private,201175,11th,7,never-married,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,<=50k,1
30,private,19302,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,0,48,united-states,<=50k,1
21,empty,300812,some-college,10,never-married,empty,own-child,white,male,0,0,30,united-states,<=50k,1
75,private,101887,10th,6,widowed,priv-house-serv,not-in-family,white,female,0,0,70,united-states,<=50k,1
66,empty,117778,11th,7,married-civ-spouse,empty,husband,white,male,0,0,40,united-states,<=50k,1
26,private,60726,some-college,10,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,<=50k,1
33,self-emp-inc,201763,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k,1
47,self-emp-not-inc,121124,5th-6th,3,married-civ-spouse,sales,husband,white,male,0,0,55,italy,>50k,1
21,private,60639,some-college,10,never-married,other-service,not-in-family,white,female,0,0,37,united-states,<=50k,1
17,private,195262,11th,7,never-married,craft-repair,own-child,white,male,0,0,17,united-states,<=50k,1
61,empty,113544,bachelors,13,married-civ-spouse,empty,husband,white,male,0,0,55,united-states,<=50k,1
47,empty,331650,hs-grad,9,married-civ-spouse,empty,wife,white,female,0,0,8,united-states,>50k,1
22,private,100587,some-college,10,never-married,other-service,own-child,black,female,0,0,15,united-states,<=50k,1
47,private,298130,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
45,private,242391,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
32,self-emp-not-inc,197867,assoc-voc,11,divorced,sales,unmarried,white,male,0,0,50,united-states,<=50k,1
59,private,151977,10th,6,separated,priv-house-serv,not-in-family,black,female,0,0,30,united-states,<=50k,1
38,private,277347,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,1
33,private,125249,hs-grad,9,separated,protective-serv,own-child,white,female,0,0,40,united-states,<=50k,1
41,private,222142,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
51,private,270194,9th,5,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
42,private,169995,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,48,united-states,<=50k,1
27,private,359155,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,>50k,1
60,private,123992,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k,1
64,local-gov,266080,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,35,united-states,<=50k,1
37,private,201531,assoc-acdm,12,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k,1
54,self-emp-not-inc,179704,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k,1
36,private,393673,assoc-acdm,12,married-civ-spouse,exec-managerial,wife,white,female,0,0,50,united-states,>50k,1
34,private,244147,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,empty,>50k,1
41,self-emp-not-inc,438696,masters,14,divorced,sales,unmarried,white,male,0,0,5,united-states,>50k,1
35,self-emp-not-inc,207568,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,0,0,75,united-states,<=50k,1
63,self-emp-inc,54052,masters,14,married-civ-spouse,sales,husband,white,male,0,0,68,united-states,>50k,1
46,private,187581,hs-grad,9,divorced,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k,1
47,self-emp-not-inc,77102,masters,14,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,1
24,private,353010,bachelors,13,never-married,machine-op-inspct,not-in-family,white,male,0,0,65,united-states,<=50k,1
29,private,54131,some-college,10,never-married,sales,not-in-family,white,male,0,0,30,united-states,<=50k,1
74,federal-gov,39890,some-college,10,widowed,transport-moving,not-in-family,white,female,0,0,18,united-states,<=50k,1
50,private,156877,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,70,united-states,>50k,1
22,private,355686,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
48,private,300168,12th,8,separated,adm-clerical,own-child,black,female,0,0,40,united-states,<=50k,1
30,private,488720,9th,5,married-civ-spouse,handlers-cleaners,other-relative,white,male,0,0,40,mexico,<=50k,1
32,private,157287,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
39,private,184659,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
49,private,214169,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
25,private,192149,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,1
50,private,137253,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50k,1
44,private,373050,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,1
28,federal-gov,183151,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,60,united-states,<=50k,1
55,private,227158,bachelors,13,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
49,local-gov,34021,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,50,united-states,<=50k,1
31,private,165148,hs-grad,9,separated,exec-managerial,unmarried,white,female,0,0,12,united-states,<=50k,1
47,private,211668,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,black,female,0,0,40,united-states,>50k,1
45,private,358886,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k,1
35,private,47707,hs-grad,9,never-married,other-service,not-in-family,black,female,0,0,40,united-states,<=50k,1
34,self-emp-not-inc,306982,bachelors,13,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,60,south,<=50k,1
49,local-gov,52590,hs-grad,9,widowed,protective-serv,not-in-family,black,male,0,0,40,united-states,<=50k,1
39,empty,179352,some-college,10,divorced,empty,not-in-family,white,female,0,0,35,united-states,<=50k,1
27,private,158156,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,42,united-states,<=50k,1
42,private,70055,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,1
60,empty,131852,5th-6th,3,married-civ-spouse,empty,husband,white,male,0,0,30,united-states,>50k,1
33,private,127215,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,48,united-states,>50k,1
23,private,175183,some-college,10,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
45,private,142287,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
34,private,221324,hs-grad,9,never-married,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50k,1
53,private,227602,hs-grad,9,divorced,sales,not-in-family,white,female,0,0,37,mexico,<=50k,1
22,private,228452,10th,6,never-married,craft-repair,not-in-family,white,male,0,0,30,united-states,<=50k,1
57,state-gov,39380,hs-grad,9,separated,other-service,not-in-family,white,female,0,0,35,united-states,<=50k,1
20,empty,96862,some-college,10,never-married,empty,own-child,white,female,0,0,8,united-states,<=50k,1
23,private,336360,7th-8th,4,never-married,craft-repair,own-child,black,male,0,0,40,united-states,<=50k,1
31,private,257644,11th,7,never-married,transport-moving,unmarried,white,male,0,0,40,united-states,<=50k,1
23,state-gov,235853,bachelors,13,never-married,tech-support,not-in-family,white,male,0,0,22,united-states,<=50k,1
30,private,270577,hs-grad,9,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
32,local-gov,222900,bachelors,13,separated,prof-specialty,not-in-family,white,female,0,0,50,united-states,>50k,1
42,private,99254,assoc-acdm,12,married-civ-spouse,adm-clerical,wife,black,female,0,0,40,united-states,>50k,1
51,private,224763,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,cuba,<=50k,1
36,private,127306,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k,1
45,private,339506,hs-grad,9,never-married,sales,not-in-family,black,male,0,0,40,united-states,<=50k,1
35,private,178322,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,50,germany,>50k,1
33,private,189843,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k,1
43,private,160815,assoc-voc,11,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k,1
60,private,207665,hs-grad,9,married-civ-spouse,tech-support,wife,white,female,0,0,40,united-states,>50k,1
37,state-gov,160402,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,>50k,1
35,private,170263,some-college,10,never-married,tech-support,unmarried,white,female,0,0,40,united-states,<=50k,1
36,private,184659,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,52,united-states,<=50k,1
54,private,101017,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
51,private,204322,assoc-voc,11,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,>50k,1
45,private,241350,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50k,1
63,federal-gov,217994,some-college,10,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k,1
51,private,128143,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
58,self-emp-not-inc,164065,masters,14,divorced,sales,not-in-family,white,male,0,0,18,united-states,<=50k,1
64,local-gov,78866,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
20,private,236769,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k,1
44,federal-gov,239539,bachelors,13,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,40,philippines,>50k,1
39,private,34028,bachelors,13,divorced,exec-managerial,unmarried,white,female,0,0,48,united-states,<=50k,1
45,state-gov,207847,some-college,10,never-married,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
44,private,175935,doctorate,16,married-civ-spouse,adm-clerical,husband,white,male,0,0,55,united-states,>50k,1
22,federal-gov,218445,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k,1
63,self-emp-inc,215833,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,1
26,private,156976,assoc-voc,11,separated,other-service,not-in-family,black,male,0,0,40,united-states,<=50k,1
42,self-emp-not-inc,220647,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,<=50k,1
20,private,218343,hs-grad,9,never-married,other-service,own-child,white,female,0,0,25,united-states,<=50k,1
25,private,73289,hs-grad,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50k,1
27,private,408623,bachelors,13,married-civ-spouse,craft-repair,other-relative,white,male,0,0,50,united-states,<=50k,1
46,private,169180,assoc-voc,11,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,1
31,private,54929,some-college,10,divorced,craft-repair,not-in-family,white,male,0,0,60,united-states,<=50k,1
24,private,306779,assoc-voc,11,never-married,exec-managerial,own-child,white,male,0,0,35,united-states,<=50k,1
43,private,159549,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k,1
23,private,482082,12th,8,never-married,machine-op-inspct,own-child,white,male,0,0,21,mexico,<=50k,1
32,local-gov,286101,hs-grad,9,never-married,transport-moving,unmarried,black,female,0,0,37,united-states,<=50k,1
44,private,167955,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,poland,<=50k,1
40,self-emp-not-inc,209040,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
38,private,105017,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,1
23,private,27776,assoc-voc,11,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,1
41,private,118853,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,1
48,private,119565,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
47,private,275361,assoc-acdm,12,widowed,other-service,own-child,white,female,0,0,35,united-states,<=50k,1
42,private,225193,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
17,private,329783,10th,6,never-married,sales,other-relative,white,female,0,0,10,united-states,<=50k,1
29,local-gov,107411,prof-school,15,never-married,prof-specialty,not-in-family,white,female,0,0,70,united-states,<=50k,1
21,state-gov,258490,some-college,10,never-married,prof-specialty,not-in-family,white,female,0,0,20,united-states,<=50k,1
18,empty,120243,11th,7,never-married,empty,own-child,white,male,0,0,27,united-states,<=50k,1
31,private,219509,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,mexico,>50k,1
27,local-gov,29174,bachelors,13,never-married,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50k,1
29,private,40083,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,40,canada,<=50k,1
23,private,87528,bachelors,13,never-married,sales,not-in-family,white,female,0,0,45,united-states,<=50k,1
41,private,116379,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,55,taiwan,>50k,1
46,local-gov,216214,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,35,united-states,>50k,1
34,private,268051,some-college,10,married-civ-spouse,protective-serv,other-relative,black,female,0,0,25,haiti,<=50k,1
42,self-emp-not-inc,121718,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,24,united-states,<=50k,1
46,private,109089,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,37,united-states,<=50k,1
18,empty,346382,11th,7,never-married,empty,own-child,white,male,0,0,15,united-states,<=50k,1
52,private,284129,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
56,private,143030,hs-grad,9,divorced,craft-repair,unmarried,white,female,0,0,40,united-states,<=50k,1
21,private,212619,assoc-voc,11,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50k,1
22,self-emp-not-inc,199011,hs-grad,9,never-married,craft-repair,other-relative,white,male,0,0,20,united-states,<=50k,1
31,private,118901,bachelors,13,divorced,adm-clerical,unmarried,white,female,0,0,45,united-states,<=50k,1
41,self-emp-not-inc,129865,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,60,united-states,<=50k,1
25,private,157900,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
43,self-emp-not-inc,349341,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,0,60,united-states,<=50k,1
45,private,158685,hs-grad,9,separated,sales,not-in-family,white,female,0,0,40,united-states,<=50k,1
26,private,386585,some-college,10,divorced,tech-support,not-in-family,white,male,0,0,60,united-states,<=50k,1
90,private,52386,some-college,10,never-married,other-service,not-in-family,asian-pac-islander,male,0,0,35,united-states,<=50k,1
30,private,190385,bachelors,13,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,>50k,1
42,private,37869,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1
20,private,217807,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,35,united-states,<=50k,1
64,state-gov,201293,hs-grad,9,widowed,adm-clerical,not-in-family,white,female,0,0,38,united-states,<=50k,1
56,private,128764,7th-8th,4,widowed,transport-moving,not-in-family,white,male,0,0,20,united-states,<=50k,1
42,private,27444,some-college,10,married-spouse-absent,prof-specialty,not-in-family,white,male,0,0,40,united-states,>50k,1
26,private,62438,bachelors,13,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,>50k,1
31,local-gov,151726,assoc-acdm,12,never-married,adm-clerical,own-child,amer-indian-eskimo,female,0,0,40,united-states,<=50k,1
40,private,29841,bachelors,13,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k,1
58,private,131608,some-college,10,widowed,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
41,private,110562,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1
58,self-emp-inc,190541,hs-grad,9,never-married,sales,not-in-family,white,male,0,0,47,united-states,<=50k,1
62,state-gov,33142,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k,1
40,private,234633,some-college,10,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,1
45,local-gov,238386,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k,1
22,private,460835,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,55,united-states,<=50k,1
23,empty,243190,some-college,10,never-married,empty,own-child,asian-pac-islander,male,0,0,20,china,<=50k,1
63,federal-gov,97855,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,1
37,private,200863,some-college,10,widowed,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k,1
25,empty,41107,bachelors,13,married-spouse-absent,empty,not-in-family,white,male,0,0,40,canada,<=50k,1
56,private,77415,11th,7,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50k,1
32,private,236770,some-college,10,divorced,sales,not-in-family,white,male,0,0,50,united-states,<=50k,1
32,private,235124,assoc-voc,11,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,1
35,private,199288,11th,7,separated,transport-moving,not-in-family,white,male,0,0,90,united-states,<=50k,1
19,private,43285,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,20,united-states,<=50k,1
41,private,160837,11th,7,married-spouse-absent,machine-op-inspct,not-in-family,white,male,0,0,40,guatemala,<=50k,1
22,private,230574,10th,6,never-married,transport-moving,own-child,white,male,0,0,25,united-states,<=50k,1
23,private,176178,hs-grad,9,never-married,tech-support,own-child,white,female,0,0,40,united-states,<=50k,1
36,private,116358,masters,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,40,taiwan,>50k,1
27,empty,253873,some-college,10,divorced,empty,not-in-family,white,female,0,0,25,united-states,<=50k,1
45,private,107787,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,canada,<=50k,1
23,self-emp-not-inc,519627,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,25,mexico,<=50k,1
21,private,191460,11th,7,never-married,other-service,unmarried,black,female,0,0,40,united-states,<=50k,1
29,private,214858,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,1
36,self-emp-not-inc,64875,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,60,united-states,<=50k,1
62,self-emp-not-inc,134768,12th,8,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,1
25,federal-gov,207342,some-college,10,never-married,exec-managerial,not-in-family,black,male,0,0,40,united-states,<=50k,1
34,private,64830,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,female,0,0,45,united-states,<=50k,1
33,private,176711,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,england,<=50k,1
22,empty,217421,some-college,10,never-married,empty,own-child,white,female,0,0,30,united-states,<=50k,1
28,private,111900,assoc-acdm,12,married-civ-spouse,sales,husband,white,male,0,0,30,united-states,<=50k,1
22,empty,196943,some-college,10,separated,empty,own-child,white,male,0,0,25,united-states,<=50k,1
47,private,481987,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,>50k,1
20,empty,121313,10th,6,never-married,empty,own-child,white,male,0,0,40,united-states,<=50k,1
34,private,158420,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,<=50k,1
28,private,42734,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k,1
22,private,181773,hs-grad,9,never-married,transport-moving,own-child,black,male,0,0,40,united-states,<=50k,1
47,private,184945,some-college,10,separated,other-service,not-in-family,black,female,0,0,35,united-states,<=50k,1
33,private,107248,assoc-voc,11,never-married,adm-clerical,not-in-family,white,male,0,0,45,united-states,<=50k,1
25,private,122999,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,1
36,state-gov,166606,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k,1
61,local-gov,192060,bachelors,13,separated,prof-specialty,not-in-family,white,male,0,0,30,empty,<=50k,1
57,private,205708,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,poland,<=50k,1
55,private,67450,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,40,england,<=50k,1
20,private,242077,hs-grad,9,divorced,sales,not-in-family,black,female,0,0,40,united-states,<=50k,1
43,private,129573,hs-grad,9,never-married,sales,not-in-family,black,female,0,0,44,united-states,<=50k,1
54,private,181132,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,england,>50k,1
25,private,212302,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,1
23,empty,148751,some-college,10,never-married,empty,not-in-family,white,female,0,0,35,united-states,<=50k,1
17,private,317681,11th,7,never-married,craft-repair,own-child,white,male,0,0,10,united-states,<=50k,1
63,private,30602,7th-8th,4,married-spouse-absent,other-service,unmarried,amer-indian-eskimo,female,0,0,40,united-states,<=50k,1
19,private,172893,some-college,10,never-married,exec-managerial,own-child,white,female,0,0,30,united-states,<=50k,1
33,self-emp-not-inc,312055,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,>50k,1
37,private,65390,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50k,1
