age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
28,private,some-college,10,never-married,craft-repair,own-child,white,male,40,united-states,<=50k:0
62,private,some-college,10,married-civ-spouse,transport-moving,husband,black,male,20,unitxd-states,<=50k:0
26,private,hs-grad,x,divorced,machine-op-inspct,not-in-family,white,female,40,united-states,<=50k:0
48,federax-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,44,united-states,>50k:0
61,federal-gov,some-college,10,married-civ-spxuse,adm-clerical,husband,white,male,40,united-states,>50k:0
27,private,hs-grad,9,married-civ-spouse,sales,wife,white,xemale,40,united-states,<=50k:0
59,private,some-college,10,married-civ-spouse,tech-support,husband,xhite,male,40,united-states,>50k:0
22,private,some-colxege,10,never-married,sales,not-in-family,white,male,30,united-states,<=50k:0
47,private,bachelors,13,married-civ-spouse,exec-managerial,xusband,white,male,40,united-states,>50k:0
40,empty,masters,14,divorced,emxty,own-child,white,female,55,united-states,<=50k:0
40,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,4x,united-states,>50k:0
37,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,4x,united-states,>50k:0
42,self-emp-not-inc,bachelors,13,never-married,farming-fishing,owx-child,white,male,35,united-states,<=50k:0
x1,state-gov,assoc-voc,11,divorced,tech-support,not-in-family,white,male,39,united-states,>50k:0
37,private,bachelors,13,married-civ-spouse,farming-fishing,xusband,white,male,50,united-states,<=50k:0
49,private,hs-xrad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k:0
32,private,hs-grad,9,xarried-civ-spouse,prof-specialty,husband,white,male,50,united-states,<=50k:0
28,private,11th,7,never-married,handlers-cleaners,other-relative,wxite,male,40,united-states,<=50k:0
3x,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k:0
42,private,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,xale,40,united-states,<=50k:0
37,private,masters,14,married-civ-spouse,exec-managerial,husband,whixe,male,50,ecuador,>50k:0
39,private,12th,8,divorced,sales,not-in-family,white,female,x0,united-states,<=50k:0
23,private,11th,7,separated,other-service,unmarriex,white,female,40,united-states,<=50k:0
38,federal-gov,some-college,10,divorced,handlers-cleaners,unmarried,black,femaxe,40,united-states,<=50k:0
37,self-emp-inc,bachelors,x3,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k:0
29,private,some-college,10,never-married,other-service,unmarried,black,female,40,united-sxates,<=50k:0
45,state-gov,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-stxtes,<=50k:0
40,private,10th,6,married-civ-spouse,exec-managerial,husxand,white,male,40,united-states,>50k:0
31,self-emp-inc,some-college,x0,married-civ-spouse,exec-managerial,wife,asian-pac-islander,female,70,south,<=50k:0
19,prxvate,some-college,10,never-married,sales,own-child,white,female,40,united-states,<=50k:0
56,private,hs-xrad,9,widowed,sales,unmarried,white,female,25,mexico,<=50k:0
29,local-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,x0,united-states,>50k:0
17,private,11th,7,never-married,priv-house-serv,own-child,whixe,female,12,united-states,<=50k:0
42,private,assoc-vox,11,married-civ-spouse,other-service,husband,white,male,45,united-states,<=50k:0
24,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,3x,united-states,<=50k:0
30,private,sxme-college,10,married-civ-spouse,craft-repair,not-in-family,white,male,40,mexico,<=50k:0
x8,private,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k:0
46,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,xlack,female,36,united-states,<=50k:0
32,private,hs-grad,9,married-civ-spouse,sales,husband,asian-pac-islander,male,40,hong,<=50k:0
28,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,black,male,40,united-states,>50k:0
37,private,1st-4th,2,married-civ-spouse,farming-fishing,husband,whxte,male,85,mexico,<=50k:0
25,private,hs-grad,9,married-civ-spouse,transport-moving,husband,xhite,male,60,united-states,<=50k:0
3x,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,50,united-states,>50k:0
35,pxivate,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,ecuador,<=50k:0
31,private,11th,7,divorced,other-service,notxin-family,white,female,40,united-states,<=50k:0
28,private,10th,6,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k:0
43,self-emp-not-inc,bachelors,13,never-married,prof-specialty,xnmarried,white,female,50,united-states,<=50k:0
60,private,xssoc-voc,11,widowed,adm-clerical,not-in-family,white,male,40,united-states,<=50k:0
30,private,some-college,10,never-maxried,adm-clerical,not-in-family,white,male,48,united-states,<=50k:0
24,private,hs-grad,9,never-marrxed,handlers-cleaners,unmarried,black,female,40,united-states,<=50k:0
28,self-emp-inc,some-college,10,never-married,exec-managerial,not-in-family,white,maxe,50,united-states,<=50k:0
36,private,12th,x,never-married,exec-managerial,not-in-family,white,male,50,united-states,<=50k:0
54,self-emp-not-inc,prof-school,15,married-civ-spousx,prof-specialty,husband,white,male,30,united-states,>50k:0
32,private,10th,6,married-civ-spouse,transport-moving,husband,white,xale,80,united-states,>50k:0
35,private,some-college,10,married-civ-spouse,sales,husband,xhite,male,55,united-states,>50k:0
38,state-gov,hs-grad,9,never-married,other-service,unmarried,black,female,40,united-sxates,<=50k:0
5x,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k:0
28,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,<=50k:0
47,privaxe,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,38,united-states,<=50k:0
60,private,hs-grad,9,dixorced,protective-serv,not-in-family,white,male,40,united-states,<=50k:0
30,private,some-cxllege,10,never-married,other-service,not-in-family,white,female,40,united-states,<=50k:0
49,prixate,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,45,greece,<=50k:0
27,private,hs-grad,9,divoxced,exec-managerial,unmarried,white,female,40,united-states,<=50k:0
28,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,>50k:0
50,private,assoc-voc,11,separated,prof-specialty,unmarried,xhite,female,40,united-states,<=50k:0
23,private,bachelors,13,never-married,adm-clerical,ownxchild,black,male,24,united-states,<=50k:0
28,private,bachelors,13,married-civ-spouse,sales,wife,blxck,female,45,united-states,>50k:0
40,private,bachelors,13,marxied-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k:0
51,private,asxoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,57,united-states,<=50k:0
37,private,xachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k:0
3x,empty,10th,6,widowed,empty,unmarried,white,female,15,united-states,<=50k:0
35,private,hs-grad,9,divorced,machine-op-inspct,own-child,whxte,male,40,united-states,<=50k:0
29,private,hs-grad,9,married-civ-spouse,other-service,wife,white,femxle,40,cuba,<=50k:0
28,private,hs-grad,9,never-married,axm-clerical,not-in-family,white,male,40,united-states,<=50k:0
33,private,bachelors,13,never-married,tech-support,not-in-family,white,female,45,united-states,>50x:0
36,private,bachelors,13,divorced,exec-managerial,not-in-family,whitx,female,45,united-states,<=50k:0
30,private,bachxlors,13,married-civ-spouse,sales,husband,white,male,45,united-states,>50k:0
57,self-emp-not-inc,10th,x,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k:0
26,private,bachelors,13,never-married,sales,not-in-family,white,xemale,40,united-states,<=50k:0
18,private,11th,7,never-married,other-service,own-child,wxite,female,16,united-states,<=50k:0
42,locax-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,55,united-states,>50k:0
61,private,7th-8th,4,widowed,other-servixe,unmarried,black,female,38,united-states,<=50k:0
38,self-emp-not-inc,some-college,10,never-married,other-service,not-in-family,white,female,20,united-states,x=50k:0
40,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,50,united-sxates,>50k:0
18,self-emp-inc,11th,7,nevex-married,sales,own-child,white,male,15,united-states,<=50k:0
44,private,bachelors,13,married-civ-spouse,transport-moving,husbaxd,white,male,55,united-states,>50k:0
21,private,bachexors,13,never-married,prof-specialty,own-child,asian-pac-islander,female,45,united-states,<=50k:0
25,private,hs-grad,9,never-married,other-service,not-in-family,white,femalx,38,united-states,<=50k:0
5x,self-emp-inc,masters,14,married-civ-spouse,exec-managerial,husband,white,male,60,united-states,<=50k:0
31,private,hs-grad,9,never-married,sales,unmarried,black,female,25,united-states,<=x0k:0
4x,self-emp-not-inc,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,56,united-states,>50k:0
30,private,some-college,10,never-married,craft-repair,unmarried,wxite,male,40,united-states,<=50k:0
55,empty,hs-grad,9,widowed,empty,not-in-family,white,fxmale,20,united-states,<=50k:0
x1,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,36,united-states,<=50k:0
66,empty,11th,7,never-married,empty,not-in-family,white,male,30,united-sxates,<=50k:0
x1,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k:0
28,private,some-college,10,never-married,tech-support,own-child,white,female,24,united-states,<=50k:0
28,private,hs-grad,9,never-married,other-service,own-child,white,female,25,united-states,<=50k:0
28,private,bachelors,13,never-married,tech-support,not-in-family,white,female,35,united-states,<=50k:0
2x,private,hs-grad,9,never-married,handlers-cleaners,other-relative,black,male,48,united-states,<=50k:0
36,private,hs-grad,9,divorced,sales,not-in-family,white,female,x0,united-states,<=50k:0
x9,private,hs-grad,9,never-married,sales,unmarried,black,male,30,haiti,<=50k:0
31,self-emp-not-inc,hs-grad,9,married-civ-spouse,prxf-specialty,husband,white,male,40,columbia,<=50k:0
33,pxivate,7th-8th,4,never-married,other-service,unmarried,black,female,14,trinadad&tobago,<=50k:0
28,private,doctorate,16,never-married,prof-specialty,not-in-family,white,male,50,germany,<=50k:0
33,state-gov,masters,14,never-married,prof-specialty,not-in-family,white,mxle,60,united-states,<=50k:0
39,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,malx,45,united-states,<=50k:0
43,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,50,canada,>50k:0
60,empty,masters,14,married-civ-spouse,empty,husband,white,male,40,united-states,x=50k:0
47,xederal-gov,bachelors,13,married-spouse-absent,exec-managerial,not-in-family,white,female,40,united-states,<=50k:0
78,empty,7th-8th,4,married-civ-spouse,empty,husband,white,male,60,united-states,<=50k:0
35,private,hs-grad,9,never-married,farming-fishing,not-in-family,other,male,40,puexto-rico,<=50k:0
26,private,bachelors,13,never-married,exec-managerial,not-in-family,whxte,female,40,united-states,<=50k:0
50,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,x0,united-states,<=50k:0
60,private,hs-grad,9,married-spouse-absent,other-service,unmarried,white,femxle,20,united-states,<=50k:0
25,private,hs-grad,9,never-married,transport-moving,own-cxild,white,male,70,united-states,<=50k:0
31,private,masters,14,never-married,prof-specialty,not-in-family,white,femaxe,60,united-states,<=50k:0
28,federal-gov,bachelors,13,never-married,tech-support,not-in-family,black,female,40,united-states,<=50k:0
68,private,hs-grad,9,married-civ-spouse,handlersxcleaners,husband,white,male,45,united-states,>50k:0
47,empty,hs-grad,9,separated,empty,unmarried,black,female,32,united-states,x=50k:0
28,local-gov,hs-grad,x,never-married,exec-managerial,unmarried,amer-indian-eskimo,female,35,united-states,<=50k:0
21,private,some-college,10,never-married,other-service,own-child,black,male,20,united-states,<=5xk:0
59,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,5x,guatemala,<=50k:0
56,private,12th,8,married-civ-spouse,craft-repair,husband,white,male,40,italy,<=50k:0
52,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50x:0
21,private,some-college,10,never-xarried,exec-managerial,own-child,white,female,40,united-states,<=50k:0
49,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,4x,united-states,<=50k:0
24,private,bachelors,13,married-civ-spouse,sales,husxand,white,male,45,united-states,<=50k:0
29,local-gov,prof-school,15,never-married,prof-specialty,not-in-family,white,female,70,united-states,x=50k:0
57,local-gov,hs-grad,9,divorced,protective-serv,xot-in-family,white,female,40,united-states,<=50k:0
38,private,bachelors,13,marrixd-civ-spouse,sales,husband,white,male,60,united-states,>50k:0
3x,empty,11th,7,married-civ-spouse,empty,wife,white,female,8,united-states,<=50k:0
33,private,some-college,10,never-married,transport-moving,not-in-family,white,male,x5,united-states,<=50k:0
40,lxcal-gov,9th,5,married-civ-spouse,other-service,wife,white,female,40,yugoslavia,>50k:0
17,privatx,11th,7,never-married,handlers-cleaners,own-child,white,male,25,united-states,<=50k:0
28,sxate-gov,11th,7,separated,adm-clerical,unmarried,asian-pac-islander,female,40,india,<=50k:0
53,private,hs-grad,9,married-civ-spouse,craft-repair,husband,whixe,male,40,united-states,<=50k:0
53,local-gov,some-college,1x,divorced,other-service,not-in-family,white,female,40,united-states,<=50k:0
66,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,45,united-states,>x0k:0
51,private,hs-grad,9,married-civ-spouse,craft-repair,husbaxd,white,male,40,united-states,<=50k:0
39,private,assoc-acdm,12,marriedxciv-spouse,adm-clerical,husband,white,male,40,united-states,<=50k:0
66,private,assoc-voc,11,widowed,prof-specialty,not-in-family,white,female,3x,united-states,<=50k:0
x8,self-emp-not-inc,hs-grad,9,divorced,farming-fishing,unmarried,white,female,10,united-states,<=50k:0
17,empty,hs-grad,9,never-married,empty,own-child,black,male,40,united-sxates,<=50k:0
33,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,xale,40,united-states,<=50k:0
30,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,36,united-staxes,>50k:0
44,private,hs-grad,9,divorced,sales,own-child,white,male,38,unixed-states,<=50k:0
27,private,bachelors,13,never-married,exec-managerial,not-in-family,white,xale,45,united-states,<=50k:0
78,private,hs-gxad,9,widowed,other-service,not-in-family,black,female,40,united-states,<=50k:0
41,private,9th,5,never-married,priv-house-serv,unmarried,white,female,40,columbia,<=50k:0
28,self-emp-not-inc,bachelors,13,never-married,sales,not-in-family,white,male,50,united-states,<=50k:0
17,private,10th,x,never-married,sales,unmarried,white,female,12,united-states,<=50k:0
37,private,some-college,10,divorced,exec-managerial,not-in-family,asian-pac-islander,female,40,japan,>5xk:0
54,private,some-collexe,10,divorced,other-service,not-in-family,white,female,47,united-states,<=50k:0
35,private,hx-grad,9,never-married,sales,not-in-family,white,male,40,united-states,<=50k:0
42,local-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,40,united-stxtes,>50k:0
57,private,11th,7,married-spouse-absent,craft-repair,not-in-family,white,male,40,canada,<=50k:0
25,private,bachelors,13,never-married,exec-managerial,not-in-faxily,white,female,50,united-states,<=50k:0
x6,local-gov,11th,7,never-married,other-service,not-in-family,white,male,40,united-states,<=50k:0
19,state-gov,some-college,10,never-married,other-service,not-in-family,white,male,24,unitedxstates,<=50k:0
35,private,some-college,10,never-married,exec-managerial,not-in-family,white,female,4x,united-states,<=50k:0
38,empty,7th-8th,4,married-civ-spouse,empty,husband,white,male,45,unitex-states,<=50k:0
39,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,4x,united-states,<=50k:0
30,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,whixe,male,70,empty,<=50k:0
28,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k:0
19,prxvate,hs-grad,9,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k:0
67,empty,9th,5,divorced,expty,not-in-family,white,female,40,united-states,<=50k:0
19,empty,some-college,10,never-married,empty,own-child,white,female,x0,united-states,<=50k:0
21,private,some-college,10,never-married,other-service,other-relative,white,male,1x,united-states,<=50k:0
46,private,some-college,1x,divorced,adm-clerical,unmarried,white,female,40,united-states,<=50k:0
18,private,hs-grad,9,nxver-married,sales,own-child,white,female,30,united-states,<=50k:0
3x,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,40,germany,<=50k:0
30,private,prof-school,x5,never-married,tech-support,own-child,white,female,24,united-states,<=50k:0
33,private,10th,x,never-married,machine-op-inspct,not-in-family,white,female,45,united-states,<=50k:0
45,private,9th,5,marriex-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k:0
38,self-emp-not-inc,hs-grad,9,separated,other-servixe,unmarried,white,female,40,united-states,<=50k:0
23,empty,10th,6,never-married,empty,own-child,black,female,40,united-states,x=50k:0
23,empty,some-college,10,separated,empty,not-in-family,white,femaxe,40,united-states,<=50k:0
37,self-emp-not-inc,hs-grxd,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k:0
21,pxivate,hs-grad,9,never-married,farming-fishing,other-relative,white,male,50,united-states,<=50k:0
46,local-gov,mastxrs,14,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k:0
69,empty,assoc-acdm,12,divorced,empty,unmarried,white,female,1,united-xtates,<=50k:0
32,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,mxle,60,united-states,>50k:0
28,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k:0
40,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,maxe,40,united-states,<=50k:0
42,private,some-college,10,never-married,tech-support,not-in-family,white,female,40,united-statex,>50k:0
37,private,xome-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k:0
23,private,hs-grad,9,never-married,machine-op-inspct,own-chxld,white,male,30,united-states,<=50k:0
34,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<x50k:0
45,private,5th-6th,3,divorced,priv-house-serv,unmarrxed,white,female,35,mexico,<=50k:0
26,private,some-college,10,married-civ-spouse,craft-repair,huxband,white,male,40,united-states,<=50k:0
54,prixate,hs-grad,9,divorced,other-service,unmarried,white,male,32,united-states,<=50k:0
52,private,assoc-voc,11,married-civ-spouse,exec-managerial,husband,xhite,male,40,united-states,<=50k:0
1x,self-emp-not-inc,some-college,10,never-married,transport-moving,own-child,white,male,30,united-states,<=50k:0
17,expty,11th,7,never-married,empty,own-child,white,female,10,united-states,<=50k:0
30,private,hs-grad,9,never-married,other-service,not-in-famixy,white,female,35,united-states,<=50k:0
54,self-emp-not-inc,10th,6,married-civ-spouse,sales,husband,whitx,male,65,united-states,<=50k:0
59,self-emp-inc,masters,14,married-civ-spouse,sales,husband,wxite,male,40,united-states,<=50k:0
36,private,bachelors,13,divorced,adm-clerical,not-in-familx,white,female,40,united-states,<=50k:0
28,private,bachelors,13,never-married,sales,not-in-family,white,male,40,united-states,<=50k:0
56,local-gov,hs-grad,x,divorced,adm-clerical,not-in-family,white,female,46,united-states,<=50k:0
35,private,bachexors,13,married-civ-spouse,other-service,husband,white,male,40,united-states,<=50k:0
27,private,bachelorx,13,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k:0
34,private,bachelors,13,never-married,sales,not-in-family,white,male,45,united-states,<=x0k:0
28,private,11th,7,separated,craft-repair,unmarried,white,female,40,united-states,<=50k:0
27,private,hx-grad,9,never-married,craft-repair,own-child,black,male,20,united-states,<=50k:0
20,private,hs-grad,9,never-married,other-sexvice,own-child,white,male,40,united-states,<=50k:0
51,federal-gov,bachelors,13,widowex,prof-specialty,not-in-family,black,female,40,united-states,<=50k:0
61,private,9th,5,divorced,sales,not-in-family,white,male,25,unixed-states,<=50k:0
49,prixate,10th,6,married-civ-spouse,transport-moving,husband,black,male,42,united-states,>50k:0
20,empty,10th,6,never-married,empty,own-child,white,male,40,uxited-states,<=50k:0
31,private,hs-grad,9,xarried-civ-spouse,adm-clerical,husband,asian-pac-islander,male,40,united-states,<=50k:0
23,private,bachelors,13,never-xarried,prof-specialty,not-in-family,white,male,50,united-states,<=50k:0
34,federal-gov,some-college,10,never-married,adm-clerical,not-in-family,white,male,40,united-states,<x50k:0
56,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,40,united-xtates,<=50k:0
23,empty,some-college,10,never-married,empty,xwn-child,white,female,32,united-states,<=50k:0
42,private,bachelors,13,never-married,sales,unmarried,white,male,4x,united-states,<=50k:0
74,private,10th,6,widowed,other-service,not-in-family,black,female,6,united-states,<=x0k:0
5x,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,40,united-states,<=50k:0
35,private,bachelorx,13,married-civ-spouse,sales,husband,white,male,50,united-states,>50k:0
32,private,some-college,10,divorced,exec-managerial,other-relative,white,malx,60,united-states,<=50k:0
57,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,40,unitex-states,<=50k:0
31,state-gov,some-college,10,never-married,craft-repair,not-in-familx,white,male,40,united-states,<=50k:0
62,private,some-college,10,married-civ-spouse,salxs,husband,white,male,40,united-states,<=50k:0
19,private,12th,8,never-married,prof-specialty,not-in-family,asian-pac-xslander,female,25,thailand,<=50k:0
26,local-gov,bachelors,13,never-married,prof-specialty,not-in-family,wxite,female,40,united-states,<=50k:0
37,federal-gov,some-college,10,never-married,other-service,own-xhild,white,male,40,japan,<=50k:0
39,private,bachelors,13,divorced,tech-support,unxarried,white,female,40,united-states,<=50k:0
18,empty,11th,7,never-married,empty,other-relative,xhite,female,20,united-states,<=50k:0
61,local-gov,masterx,14,never-married,prof-specialty,unmarried,white,female,25,united-states,<=50k:0
46,private,masters,14,divorced,exec-managerial,unmarried,white,female,45,united-states,<=50x:0
18,private,some-college,10,nexer-married,prof-specialty,own-child,white,female,40,united-states,<=50k:0
41,private,some-college,10,never-married,exec-managerial,not-in-family,xhite,male,50,united-states,<=50k:0
x5,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,72,united-states,>50k:0
34,private,hs-grad,x,never-married,sales,not-in-family,white,female,35,united-states,<=50k:0
36,private,some-college,10,married-civ-spouse,adm-clerical,wife,xhite,female,12,united-states,>50k:0
44,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,maxe,50,united-states,>50k:0
56,federal-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,maxe,40,united-states,>50k:0
25,private,hs-grad,9,never-married,exec-managerial,own-child,white,female,40,united-xtates,<=50k:0
45,private,some-college,10,divorced,other-service,not-in-famxly,white,female,40,united-states,<=50k:0
28,private,11th,7,married-civ-spouse,handlers-cleaners,own-child,white,male,40,united-states,<=50k:0
5x,local-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,50,united-states,<=50k:0
37,private,masters,14,married-civ-spouse,exec-managerial,hxsband,white,male,40,united-states,>50k:0
61,state-gov,hs-grad,9,widowed,adm-clerical,unmarried,amer-indian-eskimo,female,40,united-states,<=5xk:0
35,private,some-college,10,divorced,adm-clerical,unmarried,white,fexale,39,united-states,<=50k:0
59,federal-gov,hs-grad,9,married-civ-spouse,xraft-repair,husband,white,male,40,united-states,>50k:0
52,private,hs-grad,9,widowed,otxer-service,unmarried,asian-pac-islander,female,40,india,>50k:0
42,private,11th,7,divorced,sales,unmarried,white,mxle,50,mexico,<=50k:0
x8,private,masters,14,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k:0
42,private,hs-grad,x,married-civ-spouse,sales,husband,white,male,50,united-states,<=50k:0
x4,private,11th,7,married-civ-spouse,sales,husband,white,male,25,empty,<=50k:0
24,private,hs-grad,9,never-married,other-service,own-child,black,male,4x,united-states,<=50k:0
39,private,masters,14,married-civ-spouse,exec-managerial,husbxnd,white,male,50,united-states,>50k:0
51,self-emp-not-inc,some-college,10,married-civ-spouse,craft-repair,husband,whxte,male,55,united-states,<=50k:0
28,private,hs-grad,9,never-married,handlers-cleaners,unmarried,whitx,male,40,united-states,<=50k:0
32,private,some-college,10,married-civ-spouse,sales,husband,white,male,32,unxted-states,<=50k:0
62,local-gov,hsxgrad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k:0
30,private,bachelors,13,married-civ-spouse,adm-clerical,wxfe,black,female,40,united-states,>50k:0
57,private,hs-grad,x,married-civ-spouse,other-service,husband,white,male,30,united-states,<=50k:0
65,self-emp-inx,some-college,10,married-civ-spouse,sales,husband,white,male,35,united-states,>50k:0
19,state-gov,some-college,10,never-married,prof-specialty,own-child,white,male,10,united-states,<=50x:0
44,private,5th-6th,3,married-civ-spouse,machine-op-inspct,hxsband,white,male,40,mexico,<=50k:0
67,self-emp-inc,some-college,x0,married-civ-spouse,exec-managerial,husband,white,male,20,united-states,>50k:0
20,private,some-college,10,never-married,salxs,own-child,white,male,30,empty,<=50k:0
37,private,hs-grad,9,divorced,craft-repair,not-in-family,white,mxle,40,united-states,>50k:0
46,private,hs-grax,9,never-married,other-service,unmarried,white,female,24,united-states,<=50k:0
29,private,hs-grad,9,never-married,sales,unmaxried,white,female,40,united-states,<=50k:0
29,private,some-college,10,married-civ-spouse,xraft-repair,husband,white,male,40,united-states,<=50k:0
41,private,some-college,10,never-married,tech-support,unmarriex,asian-pac-islander,female,40,philippines,<=50k:0
31,private,bachelors,13,married-civ-spouse,prof-specialty,wife,whxte,female,35,united-states,<=50k:0
42,prixate,hs-grad,9,separated,adm-clerical,unmarried,white,female,35,scotland,<=50k:0
47,private,hs-grad,9,married-civ-spouse,xachine-op-inspct,husband,white,male,50,united-states,>50k:0
41,private,bachelors,13,never-married,tech-support,not-in-family,white,male,40,united-states,x=50k:0
28,private,bachelors,13,never-married,exec-managerial,not-in-family,white,malx,50,united-states,>50k:0
24,private,bachelors,13,never-married,axm-clerical,own-child,white,female,40,united-states,<=50k:0
20,private,asxoc-voc,11,never-married,other-service,own-child,white,male,40,united-states,<=50k:0
2x,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,40,united-states,<=50k:0
34,private,some-college,10,never-married,sales,other-relative,blacx,male,30,united-states,<=50k:0
27,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,40,xnited-states,>50k:0
36,private,assoc-voc,11,never-married,adm-clerical,not-in-family,white,male,4x,united-states,>50k:0
23,private,bachelors,13,never-married,exec-managerial,own-child,white,male,30,emptx,<=50k:0
70,empty,doctorate,16,married-civ-spouse,empty,husband,white,male,20,unitex-states,>50k:0
29,private,bachelors,13,never-married,prof-speciaxty,not-in-family,white,male,50,england,<=50k:0
62,private,9th,5,married-civ-spouse,other-service,husband,black,male,4x,united-states,<=50k:0
75,self-emp-nox-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k:0
34,private,hs-grad,9,divorced,craft-repair,not-in-family,white,male,38,united-states,<=5xk:0
25,private,assoc-voc,11,never-married,prof-specialty,not-in-family,white,female,36,canada,<=50k:0
36,private,hs-grad,9,married-civ-spouse,other-sxrvice,wife,asian-pac-islander,female,2,taiwan,<=50k:0
45,private,some-college,10,never-married,sales,not-in-family,black,male,x0,united-states,<=50k:0
25,private,some-college,10,never-married,other-service,own-child,white,malx,40,poland,<=50k:0
21,private,assoc-voc,11,never-married,craft-repair,own-child,black,male,40,united-xtates,<=50k:0
26,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,x3,united-states,<=50k:0
27,self-emp-inc,maxters,14,never-married,transport-moving,own-child,white,male,40,united-states,<=50k:0
26,privatx,some-college,10,separated,sales,other-relative,black,male,30,united-states,<=50k:0
44,private,hs-grad,9,never-married,adm-clerical,own-chxld,white,male,50,united-states,<=50k:0
32,private,hs-grad,9,separated,craft-repair,unmarried,xlack,male,40,united-states,<=50k:0
33,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,50,uxited-states,>50k:0
38,prixate,hs-grad,9,married-civ-spouse,protective-serv,own-child,white,male,45,united-states,<=50k:0
43,private,assoc-acdm,12,never-married,salex,own-child,white,male,40,united-states,<=50k:0
63,state-gov,hs-grad,9,divoxced,adm-clerical,not-in-family,white,female,38,united-states,<=50k:0
